trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
241,False,"{'a': 0.4, 'e': 0.38289288597511206}",20,0,12.430464663751033,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.4, 'e': 0.38136437349418956}",25,19,14.360691046038179,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.3798419628513787}",25,11,-348.22018020905665,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.4, 'e': 0.3783256296880768}",20,9,-7.492569182077892,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.4, 'e': 0.3768153497429209}",20,5,-337.25307476631616,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
246,False,"{'a': 0.4, 'e': 0.37531109885139957}",30,15,1.4202574266820207,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.3738128529454665}",20,0,-306.44032246891163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
248,False,"{'a': 0.4, 'e': 0.37232058805315527}",25,0,-16.061509838596443,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
249,False,"{'a': 0.4, 'e': 0.3708342802981957}",20,0,-694.5247184802004,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
250,False,"{'a': 0.4, 'e': 0.369353905899632}",20,0,37.318753674069384,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.4, 'e': 0.36787944117144233}",25,12,-327.7787591764896,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.4, 'e': 0.3664108625221595}",30,12,-364.729629966953,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
253,False,"{'a': 0.4, 'e': 0.36494814645449375}",30,16,-393.18794389991103,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
254,False,"{'a': 0.4, 'e': 0.36349126956495686}",25,6,31.48343014058975,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.36204020854348745}",30,16,34.687520592384416,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.3605949401730783}",20,5,27.48331027143718,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.4, 'e': 0.35915544132940463}",25,7,-310.27366928481274,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.4, 'e': 0.3577216889804542}",25,0,-307.45807541140715,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.4, 'e': 0.3562936601861589}",30,11,4.351123638578681,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.3548713320980274}",20,6,21.984812600453363,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.4, 'e': 0.35345468195878016}",30,12,32.678990237136205,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.4, 'e': 0.3520436871019846}",20,2,25.659074440978042,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.35063832495169295}",30,0,-14.893280028052054,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
264,False,"{'a': 0.4, 'e': 0.3492385730220808}",25,15,-337.9411920598226,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.4, 'e': 0.34784440891708746}",30,16,27.51395183704811,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.34645581033005746}",25,15,14.710841222399708,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.3450727550433838}",20,16,11.69079559886825,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.34369522092815236}",20,11,6.638080838939965,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.4, 'e': 0.34232318594378797}",30,20,31.238249020768734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.3409566281377016}",25,5,24.69838222460089,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.33959552564493917}",20,4,23.57654846570851,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.33823985668783174}",25,6,24.607305329121367,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.3368895995756471}",20,5,36.81939246931642,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.3355447327042427}",20,8,-350.8349456305654,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
275,False,"{'a': 0.4, 'e': 0.3342052345557198}",25,0,-345.2683710030688,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
276,False,"{'a': 0.4, 'e': 0.33287108369807955}",30,11,-725.508562008244,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 2}",1
277,False,"{'a': 0.4, 'e': 0.3315422587848797}",20,0,9.660269769352894,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
278,False,"{'a': 0.4, 'e': 0.3302187385548933}",25,0,-666.4982327348401,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
279,False,"{'a': 0.4, 'e': 0.3289005018317685}",20,12,8.41290217299742,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.3275875275236895}",20,10,25.17903577973582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.32627979462303947}",25,0,-305.9532513692573,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
282,False,"{'a': 0.4, 'e': 0.32497728220606403}",35,12,-515.7146362040265,"{0: 14, 1: 0, 2: 5, 3: 3, 4: 1}",1
283,False,"{'a': 0.4, 'e': 0.32367996943253674}",20,2,-44.149052037274316,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.3223878355454255}",20,0,29.084913806589444,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.4, 'e': 0.32110085987056064}",25,15,-343.7370470685889,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
286,False,"{'a': 0.4, 'e': 0.3198190218163039}",25,11,-51.769703129848125,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.31854230087321894}",25,14,33.03857166139555,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.4, 'e': 0.3172706766137436}",20,0,-312.5965115368885,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
289,False,"{'a': 0.4, 'e': 0.3160041286918625}",20,0,-384.39324394943714,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
290,False,"{'a': 0.4, 'e': 0.314742636842782}",25,8,-7.449491980332545,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
291,False,"{'a': 0.4, 'e': 0.3134861808826053}",30,17,-669.1330557048864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
292,False,"{'a': 0.4, 'e': 0.31223474070801055}",30,16,-669.014582486135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
293,False,"{'a': 0.4, 'e': 0.3109882962959281}",25,9,12.038872390030132,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.4, 'e': 0.3097468277032209}",30,19,20.165871528782993,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.3085103150663647}",25,18,10.56582236305752,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.30727873860113125}",20,8,-18.699204189104037,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.3060520786022707}",25,11,-379.5513994620835,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
298,False,"{'a': 0.4, 'e': 0.3048303154431969}",30,14,-313.42248644770666,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.4, 'e': 0.30361342957567317}",25,14,17.592734859252946,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.3024014015294998}",25,6,43.025880480887444,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.30119421191220214}",30,7,-24.624872994521773,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
302,False,"{'a': 0.4, 'e': 0.29999184140872054}",30,0,-665.6340599571305,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
303,False,"{'a': 0.4, 'e': 0.29879427078110127}",25,13,19.061898234385982,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.4, 'e': 0.29760148086818883}",25,14,-33.322329665196094,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.2964134525853191}",35,11,-1028.5791818520884,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 3}",1
306,False,"{'a': 0.4, 'e': 0.2952301669240142}",20,5,-322.19294552933576,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.4, 'e': 0.29405160495167837}",25,0,-302.29604591296066,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
308,False,"{'a': 0.4, 'e': 0.2928777478112949}",25,5,49.48777253665065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.29170857672112444}",20,11,3.145571511174504,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.4, 'e': 0.2905440729744046}",20,0,-322.6444546577231,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
311,False,"{'a': 0.4, 'e': 0.28938421793905067}",25,0,-652.351387415392,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
312,False,"{'a': 0.4, 'e': 0.2882289930573573}",25,0,27.949218564628815,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.4, 'e': 0.28707837984570167}",20,0,23.29094204240383,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.4, 'e': 0.285932359894248}",25,19,-31.843085022334208,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.2847909148666525}",25,10,-6.045881409834641,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.2836540264997704}",25,13,34.170426087163904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.4, 'e': 0.2825216766033636}",25,11,25.675043575215,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.2813938470598096}",30,6,-26.540062426489964,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
319,False,"{'a': 0.4, 'e': 0.28027051982381157}",20,8,6.9087117632205395,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.4, 'e': 0.27915167692210985}",25,0,39.34184197437178,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.4, 'e': 0.27803730045319414}",20,10,25.515478035883156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.27692737258701716}",20,16,15.122471428359567,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.27582187556470933}",20,0,32.81765833745856,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
324,False,"{'a': 0.4, 'e': 0.2747207916982948}",20,12,-26.980415261527384,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.4, 'e': 0.27362410337040804}",25,15,29.010635062260096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.2725317930340126}",30,19,12.18504660052419,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.27144384321211973}",20,9,-342.17299896884606,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.4, 'e': 0.270360236497509}",30,19,-29.12263820062689,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.26928095555244996}",30,14,-335.5335717737098,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
330,False,"{'a': 0.4, 'e': 0.2682059831084245}",35,16,41.664464693464865,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.2671353019658504}",25,8,33.65694907276678,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.26606889499380665}",25,20,17.734594042940255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.4, 'e': 0.26500674512975897}",20,0,-31.042304500908127,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
334,False,"{'a': 0.4, 'e': 0.2639488353792868}",20,13,21.743434905286815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.26289514881581166}",20,0,-339.40535480970874,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
336,False,"{'a': 0.4, 'e': 0.261845668580326}",25,2,-15.16965313542446,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
337,False,"{'a': 0.4, 'e': 0.26080037788112365}",20,3,40.17831439294034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.25975925999353117}",35,21,33.701342705871916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.2587222982596401}",30,15,-335.2280498739527,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
340,False,"{'a': 0.4, 'e': 0.2576894760880406}",20,8,-319.3767006104884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.4, 'e': 0.2566607769535559}",20,13,12.092874233146121,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.4, 'e': 0.25563618439697783}",20,16,14.589184774897339,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.4, 'e': 0.2546156820248038}",20,10,19.731275111387827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.25359925350897383}",25,16,30.031257716762696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.2525868825866102}",30,0,-307.6475229961813,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
346,False,"{'a': 0.4, 'e': 0.2515785530597565}",25,16,27.759516620977806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.25057424879511875}",30,14,35.12181016992949,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.4, 'e': 0.2495739537238073}",25,0,-14.572555606366237,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
349,False,"{'a': 0.4, 'e': 0.2485776518410797}",20,0,-331.0034424284777,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
350,False,"{'a': 0.4, 'e': 0.2475853272060845}",30,19,-322.80828540163026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.4, 'e': 0.24659696394160646}",20,0,-316.65939378716166,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
352,False,"{'a': 0.4, 'e': 0.2456125462338122}",25,3,-318.226213011536,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.4, 'e': 0.2446320583319975}",30,20,21.05045452981738,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.24365548454833488}",25,11,18.26782187406174,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.4, 'e': 0.242682809257623}",30,0,-13.989702116853405,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
356,False,"{'a': 0.4, 'e': 0.24171401689703648}",20,2,35.42673646381361,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.24074909196587688}",25,12,30.222785889979235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.4, 'e': 0.23978801902532473}",30,18,-343.54963455612796,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.4, 'e': 0.23883078269819244}",20,3,35.84324654981675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.23787736766867842}",20,6,35.73590407890148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.2369277586821218}",25,0,4.105421973069192,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
362,False,"{'a': 0.4, 'e': 0.23598194054475854}",30,14,25.587427297848468,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.4, 'e': 0.23503989812347828}",25,14,28.54514401859356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.4, 'e': 0.23410161634558221}",25,9,23.352298162045592,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.23316708019854182}",25,13,31.837827856136716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.4, 'e': 0.23223627472975886}",20,0,-17.69110743663213,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
367,False,"{'a': 0.4, 'e': 0.23130918504632592}",20,1,-305.5327485965746,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.4, 'e': 0.23038579631478834}",35,17,-337.5449625002658,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
369,False,"{'a': 0.4, 'e': 0.2294660937609067}",25,0,-660.2928488512799,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
370,False,"{'a': 0.4, 'e': 0.22855006266942052}",25,19,18.333011064458617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.4, 'e': 0.22763768838381276}",20,10,-24.95531546456034,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
372,False,"{'a': 0.4, 'e': 0.22672895630607542}",35,13,39.5323525877568,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.4, 'e': 0.22582385189647589}",30,18,-324.22450958882075,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.4, 'e': 0.22492236067332427}",25,5,50.751954383162385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.4, 'e': 0.22402446821274175}",25,15,19.247592515154587,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.4, 'e': 0.22313016014842985}",30,21,24.08474536768666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.4, 'e': 0.22223942217144044}",20,0,-86.26716858009853,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
378,False,"{'a': 0.4, 'e': 0.22135224002994686}",20,12,23.245317245608135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.4, 'e': 0.22046859952901596}",20,10,10.080259647273364,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.4, 'e': 0.21958848653038085}",20,4,35.12570615563671,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.4, 'e': 0.21871188695221477}",20,14,17.81014495570686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.4, 'e': 0.2178387867689058}",25,10,29.54736478093992,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.21696917201083235}",25,14,-20.899032816981123,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.4, 'e': 0.21610302876413975}",25,3,-317.9080061057043,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
385,False,"{'a': 0.4, 'e': 0.2152403431705176}",25,13,-345.75452349894533,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
386,False,"{'a': 0.4, 'e': 0.21438110142697797}",20,7,26.03119762640314,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.4, 'e': 0.21352528978563462}",20,3,-346.6778367064817,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
388,False,"{'a': 0.4, 'e': 0.21267289455348307}",20,10,-324.6546685769641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.4, 'e': 0.21182390209218138}",20,10,4.104562624288093,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
390,False,"{'a': 0.4, 'e': 0.2109782988178321}",20,11,13.738604700849875,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.4, 'e': 0.21013607120076475}",20,0,27.504543124174802,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
392,False,"{'a': 0.4, 'e': 0.20929720576531952}",20,7,34.21256136668624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.4, 'e': 0.20846168908963156}",30,8,41.07671210541623,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.4, 'e': 0.2076295078054162}",25,13,-33.00882250329926,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
395,False,"{'a': 0.4, 'e': 0.20680064859775518}",20,10,12.774262573398461,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.4, 'e': 0.20597509820488347}",25,4,-340.7057578229221,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
397,False,"{'a': 0.4, 'e': 0.20515284341797718}",20,9,18.573370190346175,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.4, 'e': 0.20433387108094214}",20,0,-43.279560076088536,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
399,False,"{'a': 0.4, 'e': 0.20351816809020357}",20,12,20.591575551033902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.4, 'e': 0.20270572139449614}",20,13,-30.796405341291035,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.4, 'e': 0.2018965179946554}",20,6,23.57702270502211,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.4, 'e': 0.20109054494340972}",20,9,15.909608297175328,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.4, 'e': 0.20028778934517308}",20,9,20.1979521246424,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.4, 'e': 0.19948823835583876}",30,19,-326.65599376852555,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
405,False,"{'a': 0.4, 'e': 0.19869187918257386}",30,18,-319.24947931720226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.4, 'e': 0.19789869908361468}",25,4,-14.706149209238497,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
407,False,"{'a': 0.4, 'e': 0.19710868536806267}",25,13,34.81701436348794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.4, 'e': 0.19632182539568152}",20,4,-318.39858615812255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.4, 'e': 0.1955381065766949}",20,11,24.08215624235285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.4, 'e': 0.194757516371585}",20,8,30.19664829309101,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.4, 'e': 0.19398004229089189}",25,2,-327.164954395837,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
412,False,"{'a': 0.4, 'e': 0.19320567189501367}",25,11,31.280574316560266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.4, 'e': 0.19243439279400748}",20,15,17.272564658172975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.4, 'e': 0.19166619264739126}",20,14,8.311516046206574,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.4, 'e': 0.1909010591639463}",20,15,16.956383540874807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.4, 'e': 0.19013898010152053}",20,3,35.69211487980347,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.4, 'e': 0.18937994326683266}",20,8,27.90939847668932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.4, 'e': 0.1886239365152772}",30,19,22.268076452303898,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.4, 'e': 0.18787094775072993}",25,13,21.194410245946575,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.4, 'e': 0.1871209649253546}",20,9,26.62539702555589,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.4, 'e': 0.18637397603941}",20,10,13.232023378316423,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.4, 'e': 0.185629969141058}",20,14,17.95625347759519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.4, 'e': 0.18488893232617234}",20,15,14.130787276373542,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.4, 'e': 0.18415085373814824}",20,8,-27.98988901559652,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
425,False,"{'a': 0.4, 'e': 0.18341572156771246}",25,14,19.657534818776455,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
